actual,predicted,cancellation_probability
0,0,0.46756107266336666
0,0,0.45638001573320314
0,1,0.507517492996051
1,0,0.49391646757178564
0,0,0.46528007721994585
0,1,0.5238907095953603
0,1,0.5076327443128363
0,1,0.5083535102002141
0,0,0.48866392124961067
1,0,0.48901191251593423
0,1,0.5525187864492589
0,0,0.4686573935606303
0,0,0.48392938808631775
0,1,0.5043511048434165
0,1,0.5802679730010979
0,1,0.5095806731397282
0,0,0.49122092446917404
0,1,0.5127061136232774
0,1,0.5191447578854315
0,1,0.55878537949387
0,0,0.49632874576527575
1,1,0.5184572620147998
0,0,0.47769353170243933
0,1,0.5591667040997879
0,1,0.535918100597611
0,1,0.5631936539069136
0,0,0.4711856961457114
0,0,0.49355351396207175
0,0,0.48213874103560816
0,0,0.40658946593096634
0,1,0.5000706772093726
0,0,0.49290073957659103
0,0,0.4424154410106937
1,0,0.4876267868782239
0,0,0.4786395238893774
0,0,0.47703118169107883
1,1,0.5009562335215672
0,0,0.4795251371046893
0,1,0.5093538371832166
0,1,0.514157230084785
0,1,0.5217050092787492
0,0,0.48916088570331506
1,0,0.4675796116764775
0,0,0.4829733315304414
1,0,0.4574495632630438
0,1,0.5037294726662253
0,0,0.46703861692877974
0,0,0.4607442251756179
0,1,0.5198473544054076
0,1,0.5185972311844611
0,0,0.458473312081119
0,1,0.5136588223927177
0,0,0.49498583748047686
0,0,0.4927543080404713
0,1,0.5040704090968003
0,0,0.48767424097213197
1,1,0.5393671147434782
0,1,0.5010571480773137
1,1,0.5498463141270387
0,0,0.4803108376106307
0,1,0.5364269597581564
0,1,0.5199009484774829
0,1,0.5202282959194202
0,1,0.5423976365335595
0,0,0.49829309349470086
0,0,0.48477912479464086
0,1,0.5194785396814315
0,1,0.5778927219709368
0,1,0.5390151466860368
0,1,0.507095543568257
0,0,0.48545005001163366
0,1,0.5823380750971752
0,0,0.49793921118249684
1,1,0.5383210443634456
0,0,0.4524681544279402
0,1,0.5281305511280611
0,0,0.4629356292177311
0,1,0.5041574414872261
0,1,0.5068397293306937
0,1,0.5277485360686904
0,1,0.5123285781722313
0,0,0.4909225489343662
0,0,0.4909896577884041
0,0,0.4903207802517531
0,1,0.5324714712114648
0,0,0.43406899173668184
0,1,0.5050172610612882
0,0,0.48988713980826415
0,1,0.5331854092537431
0,1,0.5247899661970625
0,0,0.49142322779596487
0,0,0.4544153741813849
1,1,0.5063168294082205
0,0,0.48859950531718166
0,0,0.4748181350263637
0,0,0.49765563411781916
0,0,0.4777856172428723
0,1,0.5043412091042908
0,1,0.5318528009941179
0,1,0.5663393332441715
0,1,0.5888724496065224
0,0,0.48965710462587175
1,0,0.4728188687820692
0,1,0.5481087881567298
0,1,0.5611436645258463
0,0,0.46883215228961705
0,1,0.5274796265961754
0,1,0.5167537050280551
0,1,0.5155397285593512
0,1,0.5211658069074826
0,0,0.4927624828678402
0,0,0.4545517363612012
0,1,0.540905980286179
1,0,0.46278078806595735
0,1,0.5266258690570429
0,1,0.5182607094472729
0,1,0.5110132807679678
0,1,0.5403510717010277
0,1,0.5192924957543084
0,1,0.5246299141159472
0,1,0.5131549475789314
0,1,0.5072694337915689
1,1,0.5282399559383585
0,1,0.506832343056349
0,0,0.49039358989562487
0,1,0.5066848608677214
1,0,0.441272280015754
0,1,0.5403123405914038
0,0,0.4849733576143743
0,1,0.5054934043231676
0,0,0.49101625730018617
0,1,0.5319671271117442
0,0,0.4238092249425871
0,0,0.49353304761980576
0,1,0.5748386335854634
1,1,0.5307658373909129
0,1,0.5337077881438936
0,1,0.5193445916656548
0,0,0.4973294760786532
0,0,0.4387147622347874
0,0,0.49139889239927037
0,1,0.5155514228027686
0,0,0.44374102208657173
0,1,0.5433885448484157
0,0,0.47507019297054115
0,0,0.4949854510331818
0,1,0.5434063876921118
0,0,0.46558359960275486
1,0,0.4768853712430106
0,1,0.5181300733033101
0,0,0.47809819346629345
0,0,0.4455201679078345
0,1,0.5439602592536622
0,0,0.4764190579728392
0,1,0.5430663593586232
0,1,0.5441861760497699
0,0,0.4640107458444395
0,1,0.5006245267293901
1,1,0.5465668035560444
0,1,0.5377281803974948
1,0,0.4641558409915624
0,0,0.49053576872210375
0,0,0.4328109839163534
0,1,0.5497356057555967
0,0,0.4870508756669129
0,1,0.5134092704766534
0,0,0.456390817480985
0,1,0.5279778672507688
0,0,0.49992863222031947
1,0,0.47196703924632
0,1,0.5141197534264078
0,0,0.4871903331321237
0,0,0.4497003073200034
0,1,0.5075337040354315
0,0,0.47363168115836374
0,1,0.5118942455354465
0,0,0.4568495273683941
0,1,0.5257676717322196
0,1,0.5250753915033178
1,1,0.5344640082060249
1,0,0.48851074113475046
1,0,0.428578113231065
0,1,0.5535943174886659
0,0,0.4932809381124077
0,0,0.485866994757752
0,0,0.48771154721237464
0,1,0.5302712836805155
0,0,0.4995463892162232
0,1,0.5724217543651829
1,0,0.49790527468406737
0,1,0.5172125409516316
1,0,0.4529858598610966
0,0,0.4949421269955568
0,1,0.5416138652661355
0,0,0.4499932635670278
0,1,0.5457813004794687
0,0,0.46953995463171483
0,0,0.48156859137921104
0,0,0.4687330482007147
0,0,0.4668096769683501
0,1,0.5089097642569428
0,0,0.4360251187825727
1,0,0.45622956629540573
0,1,0.568041387309129
0,1,0.5028247800024166
0,1,0.5311191722833697
0,1,0.5078900289865782
0,0,0.44758546034523256
0,0,0.45678882469208926
0,1,0.54830724609166
0,1,0.514455732323714
0,0,0.4577350831187208
0,0,0.43990759468618895
0,1,0.5073663546761313
0,0,0.4888728267538457
0,1,0.5229347910047762
0,1,0.5402588293154756
0,0,0.481152344979749
0,0,0.490372758483397
1,1,0.5129784398713326
0,0,0.4484015956392196
0,0,0.4900092244994797
0,0,0.4114698408505763
0,0,0.4972088355637459
0,1,0.5206711961809855
1,1,0.5038164246300317
0,1,0.5630051807136957
1,1,0.5250537097228531
0,0,0.46907478714000383
0,0,0.4705498847941222
0,0,0.4910043388473671
0,1,0.5248145376797115
0,1,0.5205430766650074
0,1,0.5480287083864456
0,0,0.49898101596616545
0,0,0.4890313674553926
0,1,0.5025771933430746
0,1,0.5287314581729398
1,0,0.48028287404824427
0,1,0.5134175063875367
0,0,0.4961720646531924
0,0,0.4727356067865901
0,0,0.48867375564017373
0,1,0.5197180174504353
0,1,0.5155016441935238
0,0,0.48941287141358797
0,0,0.4672306537879472
0,1,0.5313965840969597
0,0,0.48463572325144766
0,1,0.5137239617114986
0,0,0.4810770099330506
0,1,0.5029161313717003
0,0,0.4850820485067798
0,1,0.5185852159103158
0,0,0.46492136022591135
0,1,0.5268703249482883
0,0,0.4725682043326063
0,1,0.5377769740825469
0,1,0.5089172203510609
0,0,0.49002931034309116
0,0,0.4728499407063659
0,0,0.48683668033648475
0,0,0.47685462215175245
0,0,0.49596961588479976
0,0,0.48749849222344915
0,0,0.45935502397172867
0,0,0.461320251397674
0,0,0.4822059061085354
0,1,0.5071535188240731
0,0,0.4669108513605689
1,1,0.5295924987115633
0,1,0.5198143910862082
0,1,0.5151456491155236
0,0,0.4936665208906391
0,1,0.5084257542260077
0,1,0.5086595348206783
0,0,0.4259155287361873
0,0,0.49697770823820664
0,0,0.4870602028626258
0,1,0.512638931412636
1,1,0.5308239727777851
0,0,0.473059133139099
0,0,0.49273523136631414
0,0,0.4509972759165942
0,0,0.49150076516498237
0,0,0.49106430182298233
0,0,0.4923831076312488
0,0,0.47471645747654206
0,1,0.5145862407211562
0,1,0.5121342160837881
0,0,0.48354895690561883
0,0,0.4923652576101497
0,1,0.5218503747194166
0,0,0.4187324512508056
0,0,0.4716297933583489
0,0,0.41220733171270957
0,0,0.4641663294936711
0,0,0.4582051323332544
0,1,0.5166430556468858
0,1,0.5349736922363476
0,1,0.5269395838244163
0,0,0.49404774212119906
1,1,0.5070978903355569
0,0,0.489719336179959
0,1,0.5086168320507597
0,0,0.4677726316312315
0,1,0.5182533581416859
0,1,0.5191067452881652
0,0,0.49382869256117834
0,0,0.49376845297896776
1,0,0.48313061668741053
1,0,0.40103876076486333
0,1,0.5016855246144437
0,0,0.49642457965323616
0,0,0.4756376667570574
0,1,0.5252527472526538
1,1,0.5384047547172713
0,1,0.5117470207095547
0,0,0.4617323014251937
0,1,0.5363352693144925
0,0,0.4790356537589746
0,1,0.5285395356205286
0,1,0.5121394874449816
0,0,0.462454927238074
0,0,0.49805556909726967
0,0,0.4933239703136341
0,1,0.5023584908474268
0,0,0.4683745831790453
0,0,0.4759817193791934
1,1,0.5346885163264438
0,0,0.474563184082117
0,1,0.516522817456901
0,0,0.4767719836348315
0,1,0.5385597345511985
1,1,0.5138731416485506
1,1,0.5229779740560313
0,0,0.47229295167208846
0,1,0.5430037857991212
0,1,0.5071886881291789
1,1,0.5111661939194546
0,1,0.5123518040455889
0,0,0.44478199237126126
0,1,0.574856763913665
0,0,0.4689144545397749
0,1,0.5136006226208778
0,0,0.4717647465838059
0,0,0.49975237019252716
0,0,0.47969580642143034
0,0,0.48006208259704436
0,1,0.507268539170426
1,1,0.5515083919436082
0,1,0.5049594081037373
0,1,0.523850320489808
0,1,0.5525344276428867
0,1,0.5358803003681419
1,0,0.47857772195090753
0,0,0.4746187659273652
0,0,0.4967380867604568
0,1,0.5086542534528946
0,1,0.5415638981365939
0,0,0.4705252057621929
0,0,0.49740618896717753
1,0,0.47935363997636543
0,0,0.429681187739452
0,1,0.5223672932624612
1,0,0.4908510821115793
0,1,0.5300245815503518
0,1,0.5145644912166756
0,0,0.4365089404385467
0,1,0.5183195781286503
0,1,0.5016364328666449
0,1,0.5458453512427244
0,1,0.511306918117848
0,1,0.5466353434515666
0,0,0.46372467414419494
0,0,0.4934209904347008
0,1,0.5032982417297077
0,1,0.5685364668808204
1,1,0.5353438123098595
0,1,0.5481126620217995
0,0,0.4875121369565232
0,0,0.4822658287600263
1,0,0.4885504037141898
0,0,0.4542150577019467
0,1,0.5479530289978927
0,1,0.5139840452279966
1,0,0.4928633227467936
0,0,0.46713561510457696
0,1,0.5471037503647073
0,1,0.5016266243659305
0,1,0.5085692134838226
0,0,0.4661379163864372
0,0,0.46941774712381606
0,1,0.5133196240241115
0,1,0.5428272663724075
0,0,0.4844783115846981
0,1,0.5177619654083364
1,0,0.4863204621392775
0,1,0.5079958963804335
0,1,0.522013950682414
0,1,0.5682203340217867
1,0,0.4660587102073326
0,1,0.5460658132593211
0,0,0.4756747915779324
1,0,0.44825412987611035
0,1,0.5060028563424446
0,1,0.5081971382892304
0,1,0.5325076475445911
0,0,0.489233541013745
1,0,0.4748184492304014
0,0,0.48996794581035974
0,0,0.48644037713221655
1,0,0.48952525730319885
0,0,0.4998819711193876
0,1,0.5349696697941054
0,1,0.5159054783915711
0,1,0.5439941270579615
0,1,0.5059195172204641
0,1,0.501073635014882
0,0,0.4754820536160576
0,1,0.5186931094319607
0,0,0.48138322778170906
0,0,0.49872717128188016
0,0,0.4937896345321294
0,0,0.4847188389949868
1,0,0.4875661351812484
1,0,0.4714965668016677
1,0,0.47892719873267275
0,1,0.5466036910624421
0,0,0.4972012084888211
0,1,0.5617675572086535
0,0,0.47791085400498684
0,0,0.4910805775213113
0,1,0.5379251123790605
1,0,0.4926080548349328
0,0,0.46883235999612993
0,0,0.4954919733402607
0,1,0.5023053956836335
1,0,0.4713448212649309
1,0,0.4395155541436098
0,1,0.5484571401474119
0,1,0.5182478135149088
0,0,0.49509924680228046
0,0,0.4372478177911597
0,1,0.5291511548085959
0,0,0.4851782629318502
0,0,0.4919681397339844
0,1,0.5080032345956013
0,0,0.47997168315991595
1,0,0.44535340780963406
0,0,0.4419822500698756
0,1,0.5287895803585135
0,1,0.512301379401536
0,0,0.4486612604157308
1,0,0.455008387319765
1,0,0.48135304736697115
0,0,0.4632775447428727
0,0,0.4863710640065761
0,0,0.4658512449063683
0,0,0.49370018294611884
0,0,0.4961540520687011
0,0,0.49703081858978265
0,1,0.5134062417641283
1,1,0.5191779506697008
1,0,0.4604926459260227
0,0,0.48569963052097237
1,0,0.4844252999112925
0,0,0.41531000562561116
1,1,0.5060749706380153
0,1,0.5458752284381213
1,0,0.4506297654523208
1,0,0.4882998115924512
0,0,0.48267726739509464
0,0,0.4610717016075122
0,0,0.4916402246629397
1,1,0.519808866645902
0,1,0.5065698416124474
0,1,0.5620799428648746
0,1,0.5165468734905557
1,1,0.5289166071659002
0,1,0.5130943293446161
0,1,0.5076776967674943
0,0,0.49434030799574347
0,1,0.5144482888583777
1,1,0.5122020336460847
0,0,0.42761583459804237
0,1,0.5168221999270739
0,0,0.49163374024196116
0,1,0.5069021357974732
0,1,0.5570636223783588
0,1,0.5171760185616455
0,0,0.4429592000745839
1,1,0.529032182416414
0,0,0.48404994280632724
0,1,0.5414107600395053
0,1,0.5589410859061372
1,0,0.4338216663925406
0,0,0.45168042142829334
0,1,0.5320527996402431
0,1,0.5308799266087394
0,0,0.48509138814663383
0,0,0.47112266833984884
1,0,0.48647681515200797
0,1,0.5348710962108018
0,0,0.469007810460654
0,1,0.5747255924513119
0,1,0.5080787916297851
0,0,0.4949453600373869
0,0,0.461051647393814
0,1,0.5142319527532421
0,0,0.48897093707015804
0,1,0.5146446054380569
0,1,0.5018944630555487
0,1,0.5014231099245715
0,1,0.5071707811419756
0,1,0.5240287636338488
0,0,0.48106921579431594
0,0,0.48618964214295013
0,0,0.46870490008551413
0,1,0.5709073085919567
0,1,0.5029589441436175
0,1,0.5052033608341824
1,1,0.5154040133590164
0,0,0.492324316354778
0,1,0.5008977438618498
0,1,0.5502725735229258
0,0,0.4986476922233081
0,1,0.507363558291094
0,0,0.4496962668934279
1,1,0.5274096824308143
0,0,0.4564306286298136
0,1,0.5361379193382426
0,0,0.4862256957685639
0,1,0.5203800654562656
0,0,0.44782003929355385
0,0,0.48465374752067264
0,1,0.5010341589157314
1,0,0.45762112248401415
0,1,0.5410804176830603
0,1,0.5141296681286618
1,1,0.5271975062971451
0,0,0.4819028851954021
0,1,0.5134261878266991
1,1,0.5162347675531965
0,0,0.43964708189447005
0,1,0.5213882459537373
0,1,0.5476931681493843
0,0,0.48532288649425254
0,0,0.42914073964294996
0,0,0.48810283910125024
0,0,0.48200789027492386
0,0,0.49437397685397544
0,0,0.4988610458921408
0,1,0.5085857050808639
0,1,0.5257736166351348
0,1,0.5752617757285734
1,0,0.48562644262435767
0,1,0.5380295723625083
1,0,0.48598007624308537
0,1,0.5069023124350043
0,1,0.5151276211269065
0,0,0.49616704726684685
0,0,0.4867236317393881
1,0,0.4820728702575315
0,1,0.5265939041466907
0,1,0.5447309289623213
0,1,0.5169903211345783
1,0,0.44098547174166514
0,1,0.5007517314956728
0,1,0.5258450436343078
0,0,0.48792676159073883
0,0,0.485004443316927
0,0,0.4489523496739492
0,1,0.5089119333253025
1,1,0.5493040311295765
0,1,0.5554978777280942
0,0,0.4985124722180191
1,1,0.514793477315174
0,1,0.5468965268837753
0,1,0.5095111069789426
0,0,0.4715313789181963
0,0,0.4991643063275363
1,1,0.5203214662037353
0,0,0.4728790584180344
0,0,0.4622192179998408
0,1,0.5023270726539516
1,1,0.5366190289896944
0,0,0.4768782097266235
0,1,0.5367988725848302
0,0,0.48295737416833484
0,0,0.4996570105025357
0,1,0.5517176958451907
0,0,0.48557989718673766
1,1,0.5176758379255866
0,0,0.4920764201628998
0,0,0.46046695852250935
1,1,0.5254612665071228
0,0,0.41409251240136663
0,0,0.4662065892103736
1,1,0.5837657162723875
0,1,0.5346214552179116
1,0,0.46428524054983683
0,1,0.5104498025714523
0,1,0.5498370722918973
0,0,0.46540320360329246
0,1,0.5208489751393542
0,0,0.47082731294152813
0,0,0.4511249810504935
0,1,0.5268388244959809
0,1,0.5199980643543106
0,1,0.5180191792208847
0,1,0.5061924482769699
0,0,0.47282041731323565
0,0,0.46365364951118193
0,0,0.48163908936684574
0,1,0.5283592167152621
0,1,0.5099630226138504
0,0,0.45699788674542086
0,0,0.4478410452055623
0,1,0.5184819910641885
0,1,0.5473074717022381
1,1,0.5186201068859331
1,0,0.4872892454034484
0,0,0.4803965103307275
0,0,0.4883641800089829
0,1,0.51706522102432
1,0,0.46842441309889593
0,0,0.49130677370941545
0,0,0.49342734620679063
0,0,0.46915144234426404
0,0,0.4994822455137925
0,1,0.5610069266708981
0,0,0.44460410214849755
0,1,0.5007606630544812
0,0,0.46389740586189576
1,1,0.5416603402726285
0,1,0.5266774948469317
0,1,0.5487024221248035
0,1,0.5153456985741284
0,0,0.45149461719173867
1,0,0.4306325297567994
0,1,0.5152380764057928
0,1,0.5191762777494141
0,1,0.5098297211429295
0,1,0.5265968844108334
0,0,0.4827306870883336
0,0,0.43862352636374424
1,1,0.5235220023673514
0,1,0.5007782591710994
0,0,0.4886660928997411
0,1,0.5851296242370455
0,1,0.5181459752911923
0,0,0.47662715899839575
0,1,0.5304143890048688
0,1,0.5075538090241286
0,1,0.5125611090453137
0,0,0.48550820501278386
0,1,0.5159742090591001
0,0,0.4831154747927609
0,1,0.5277419645097366
0,1,0.512160143235865
0,1,0.5135660135973146
1,0,0.47085471890774383
0,0,0.46352597890308844
0,1,0.5041575236139778
0,1,0.5360530449630011
0,1,0.5502768668279009
0,1,0.5082916800604957
0,1,0.5321731486487221
0,0,0.44333669157385364
0,0,0.47369405987003926
0,0,0.480047321514893
0,0,0.45015921182317237
0,1,0.5233167366610244
0,0,0.47439302422412083
1,0,0.4381088011429943
0,0,0.43828632300723963
0,1,0.5129737079723787
0,1,0.5174468683612444
0,0,0.4824689410199867
0,0,0.47336395277948
0,0,0.4920901881088515
0,1,0.5313128782695361
0,1,0.5431668926650041
0,1,0.5547333704143731
0,1,0.5093068592348556
0,1,0.5431677916797897
0,0,0.4747120560061196
0,1,0.5104515641276646
0,0,0.46539953134401063
0,1,0.509848496886383
0,1,0.5530900106035002
